DATA,TIP TIPSTER,ora,COTA,CINE,CAMP,GAZDE,G_LOC_TOTAL,G_ZI_TOTAL,G_U1_TOTAL,G_U2_TOTAL,G_U3_TOTAL,G_U4_TOTAL,G_U5_TOTAL,OASPETI,O_LOC_TOTAL,O_ZI_TOTAL,O_U1_TOTAL,O_U2_TOTAL,O_U3_TOTAL,O_U4_TOTAL,O_U5_TOTAL,1COTA,XCOTA,2COTA,SCOR,PAUZA,G_LOC_ACASA,G_ZI_ACASA,G_U1_ACASA,G_U2_ACASA,G_U3_ACASA,G_U4_ACASA,G_U5_ACASA,O_LOC_DEPL,O_ZI_DEPL,O_U1_DEPL,O_U2_DEPL,O_U3_DEPL,O_U4_DEPL,O_U5_DEPL
19/2/2021,,,1,HERMAN MARCEL,SP1,REAL BETIS,7,V,V,I,V,E,V,GETAFE,14.0,I,I,I,I,E,I,2.12,3.05,4.15,1.-0,0.-0,11,V,I,V,V,E,V,18.0,I,I,I,I,V,I
19/2/2021,,,2,IGOR MATVEEV,ALG,CONSTANTINE,13,I,V,V,I,I,E,ORAN,5.0,V,V,I,V,I,V,2.35,2.65,3.6,1.-3,0.-2,13,I,V,I,I,V,E,14.0,V,I,I,E,E,E
19/2/2021,,,X,KRISTIAN HOOVER,HU1,MTK BUDAPESTA,4,E,V,I,V,I,E,MEZOCONVED,7.0,E,E,V,E,V,E,2.2,3.15,3.2,0.-0,0.-0,8,E,I,I,V,V,V,11.0,E,E,E,V,I,I
19/2/2021,,,X,MATEO ANTUNOVICI,ELV2,STADE LAUSANE,4,E,I,V,E,I,I,AARAU,6.0,E,I,E,I,I,V,2.35,3.2,2.9,1.-1,1.-0,4,E,V,I,V,V,E,4.0,E,I,E,I,V,V
19/2/2021,,,X,MAX STEFENS,CRO,SLAVEN,7,E,I,I,V,I,I,SIBENIK,6.0,E,I,V,E,E,V,2.3,3.25,3.25,2.-2,2.-2,10,E,I,V,I,I,I,5.0,E,I,E,V,V,I
19/2/2021,,,2,MIKAEL KESLER,IRN,BALIMENA,7,I,I,I,I,V,V,CRUSADERS,3.0,V,I,I,V,I,E,3.5,3.7,1.9,0.-1,0.-0,8,I,I,I,E,V,V,8.0,V,I,E,E,I,I
19/2/2021,,,1,MIKEL PEDERSEN,EN2,WATFORD,4,V,V,V,E,I,E,DERBY COUNTRY,17.0,I,V,V,I,V,V,1.87,3.3,4.7,2.-1,2.-0,1,V,V,I,V,V,V,12.0,I,V,I,V,I,V
19/2/2021,,,2,NORMAN MERCURE,IRN,BALIMENA,7,I,I,I,I,V,V,CRUSADERS,3.0,V,I,I,V,I,E,3.5,3.7,1.9,0.-1,0.-0,8,I,I,I,E,V,V,8.0,V,I,E,E,I,I
19/2/2021,,,2,RYAN GRAY,RO1,VOLUNTARI,15,I,E,V,I,E,E,ARGES,10.0,V,E,V,V,E,E,2.65,2.95,2.95,0.-1,0.-1,13,I,I,E,I,I,E,10.0,V,V,E,V,V,E
19/2/2021,,,1,STEVE MASOL,SP1,REAL BETIS,7,V,V,I,V,E,V,GETAFE,14.0,I,I,I,I,E,I,2.12,3.05,4.15,1.-0,0.-0,11,V,I,V,V,E,V,18.0,I,I,I,I,V,I
19/2/2021,,,1,TOBIAS MOLNER,BAH,AL AHLI,8,V,I,V,I,E,I,BUSAITEN,9.0,I,E,I,E,E,I,2.8,3.55,2.25,1.-0,1.-0,10,V,I,V,I,E,,8.0,I,E,E,I,I,I
19/2/2021,,,X,TOBY SARP,HU1,MTK BUDAPESTA,4,E,V,I,V,I,E,MEZOCONVED,7.0,E,E,V,E,V,E,2.2,3.15,3.2,0.-0,0.-0,8,E,I,I,V,V,V,11.0,E,E,E,V,I,I
19/2/2021,,,1,TOMAS ZIGLER,URG,PLAZA COLONIA,10,V,E,V,I,V,E,BOSTON RIVER,8.0,I,I,I,I,E,V,2.3,3.0,3.2,3.-0,1.-0,3,V,V,V,I,E,,12.0,I,I,E,V,,
19/2/2021,,,X,VACLAV BRAIZDA,CH1,JABLONEC,3,E,I,I,V,V,V,MLADA BOLESLAV,16.0,E,E,E,I,E,I,1.8,3.75,4.3,1.-1,1.-1,2,E,V,V,V,V,I,17.0,E,I,I,E,I,I
19/2/2021,,,X,VALDEMAR PETERSEN,HU1,MTK BUDAPESTA,4,E,V,I,V,I,E,MEZOCONVED,7.0,E,E,V,E,V,E,2.2,3.15,3.2,0.-0,0.-0,8,E,I,I,V,V,V,11.0,E,E,E,V,I,I
19/2/2021,,,1,VLADKO VIDATOVICI,IT1,FIORENTINA,16,V,I,I,E,V,I,SPEZIA,13.0,I,V,V,I,I,E,2.0,3.35,4.15,3.-0,0.-0,10,V,I,V,V,E,E,8.0,I,V,I,E,V,I
2/1/2021,,,2,ANDREAS FLEICHER,TC2,ALTAY,6,I,I,I,V,V,V,ISTANBULSPOR,2.0,V,V,V,V,V,V,2.5,3.15,2.75,1.-3,0.-2,4,I,I,V,V,E,V,7.0,V,V,V,I,I,E
2/1/2021,,,2,ARIOSTO CREMONESI,IS1,BNEI IEHUDA,12,I,I,I,E,E,I,HAPOEL HAIFA,9.0,V,I,E,I,E,E,3.0,2.95,2.45,0.-2,0.-1,9,I,I,E,I,E,I,10.0,V,E,E,V,I,E
2/1/2021,,,X,CRISTIAN PAROT,PO1,STAL MIELK,15,E,V,E,I,V,E,SLASK WROSLAV,5.0,E,V,I,V,V,I,2.9,3.25,2.5,0.-0,0.-0,14,E,E,V,I,I,V,14.0,E,I,V,I,I,I
2/1/2021,,,X,DANIEL PEDERSEN,IT2,REGINA,16,E,E,I,I,V,V,SALERNITANA,6.0,E,V,I,I,I,V,2.25,3.1,3.5,0.-0,0.-0,16,E,I,V,I,I,V,12.0,E,I,I,V,E,I
2/1/2021,,,1,DOMINIK RITER,IT3B,CARPI,12,V,I,I,I,V,E,MANTOVA,9.0,I,V,E,V,I,E,2.35,3.05,3.05,2.-0,1.-0,10,V,I,V,E,E,E,8.0,I,V,E,V,E,I
2/1/2021,,,2,FRANCESCO GALO,TC2,ALTAY,6,I,I,I,V,V,V,ISTANBULSPOR,2.0,V,V,V,V,V,V,2.5,3.15,2.75,1.-3,0.-2,4,I,I,V,V,E,V,7.0,V,V,V,I,I,E
2/1/2021,,,1,GIOVANI TONAER,OL2,NAC BREDA,5,V,E,E,E,V,V,ALMERE CYTI,2.0,I,V,V,E,V,V,2.95,3.5,2.35,4.-0,2.-0,5,V,E,V,I,V,I,4.0,I,V,V,V,E,I
2/1/2021,,,1,IGOR MATVEEV,OL2,NAC BREDA,5,V,E,E,E,V,V,ALMERE CYTI,2.0,I,V,V,E,V,V,2.95,3.5,2.35,4.-0,2.-0,5,V,E,V,I,V,I,4.0,I,V,V,V,E,I
2/1/2021,,,X,JAMES STUART,IT2,REGINA,16,E,E,I,I,V,V,SALERNITANA,6.0,E,V,I,I,I,V,2.25,3.1,3.5,0.-0,0.-0,16,E,I,V,I,I,V,12.0,E,I,I,V,E,I
2/1/2021,,,1,MAIK HOPE,IT3B,CARPI,12,V,I,I,I,V,E,MANTOVA,9.0,I,V,E,V,I,E,2.35,3.05,3.05,2.-0,1.-0,10,V,I,V,E,E,E,8.0,I,V,E,V,E,I
2/1/2021,,,1,MATEO ANTUNOVICI,OL2,NAC BREDA,5,V,E,E,E,V,V,ALMERE CYTI,2.0,I,V,V,E,V,V,2.95,3.5,2.35,4.-0,2.-0,5,V,E,V,I,V,I,4.0,I,V,V,V,E,I
2/1/2021,,,2,NOAH KRUSE,TC2,ALTAY,6,I,I,I,V,V,V,ISTANBULSPOR,2.0,V,V,V,V,V,V,2.5,3.15,2.75,1.-3,0.-2,4,I,I,V,V,E,V,7.0,V,V,V,I,I,E
2/1/2021,,,1,RENZO TREVISANO,SP1,REAL BETIS,8,V,E,V,V,E,I,OSASUNA,17.0,I,V,E,I,E,E,1.92,3.55,4.2,1.-0,0.-0,13,V,V,E,V,E,I,19.0,I,E,I,E,E,I
2/1/2021,,,X,RYAN GRAY,PO1,STAL MIELK,15,E,V,E,I,V,E,SLASK WROSLAV,5.0,E,V,I,V,V,I,2.9,3.25,2.5,0.-0,0.-0,14,E,E,V,I,I,V,14.0,E,I,V,I,I,I
2/1/2021,,,X,STEVE VORLEI,SP2,SABADEL,20,E,E,E,E,E,V,LOGRONES,14.0,E,E,I,V,E,I,2.4,2.85,3.5,0.-0,0.-0,22,E,E,E,E,I,I,13.0,E,I,E,I,I,I
2/1/2021,,,1,TOBIAS MOLNER,IT3B,CARPI,12,V,I,I,I,V,E,MANTOVA,9.0,I,V,E,V,I,E,2.35,3.05,3.05,2.-0,1.-0,10,V,I,V,E,E,E,8.0,I,V,E,V,E,I
2/1/2021,,,1,TOBY SARP,POR1,SANTA CLARA,9,V,V,I,E,E,I,BELENENSES,14.0,I,V,I,I,E,I,2.35,3.0,3.5,2.-0,1.-0,17,V,I,E,I,I,I,12.0,I,I,E,I,E,I
2/1/2021,,,1,TOMAS ZIGLER,OL2,NAC BREDA,5,V,E,E,E,V,V,ALMERE CYTI,2.0,I,V,V,E,V,V,2.95,3.5,2.35,4.-0,2.-0,5,V,E,V,I,V,I,4.0,I,V,V,V,E,I
2/2/2021,,,2,ADALGISO RUSO,EG,EL GUNAH,3,I,I,V,I,V,E,EL ANTAG,18.0,V,I,I,E,I,I,2.2,2.9,3.5,2.-3,0.-1,2,I,V,V,V,V,E,18.0,V,I,I,I,I,E
2/2/2021,,,X,ANDREAS FLEICHER,IT3B,MODENA,3,E,I,V,I,V,V,TRIESTINA,10.0,E,V,I,E,I,V,2.1,3.0,3.65,1.-1,0.-0,5,E,V,I,V,V,I,13.0,E,I,E,V,E,E
2/2/2021,,,X,BRUNO PELETIER,IT3B,MODENA,3,E,I,V,I,V,V,TRIESTINA,10.0,E,V,I,E,I,V,2.1,3.0,3.65,1.-1,0.-0,5,E,V,I,V,V,I,13.0,E,I,E,V,E,E
2/2/2021,,,2,CRISTIAN PAROT,HU1,KISVARDA,3,I,E,V,E,I,E,MTK BUDAPESTA,5.0,V,I,E,V,I,V,2.2,3.3,3.1,0.-2,0.-1,7,I,V,E,E,E,E,5.0,V,E,I,E,I,V
2/2/2021,,,X,DANIEL PEDERSEN,BZ1,PALMEIRAS,6,E,E,I,I,V,E,BOTAFOGO,20.0,E,I,I,I,I,I,1.7,3.8,5.0,1.-1,1.-0,6,E,E,V,E,V,V,17.0,E,I,I,I,V,I
2/2/2021,,,X,DIRK PETERS,IT3C,FOGIA,6,E,V,E,I,E,V,TERAMO,5.0,E,V,E,I,E,I,2.65,2.7,3.0,0.-0,0.-0,9,E,V,E,V,E,E,10.0,E,E,I,I,E,I
2/2/2021,,,2,ELIA YAZANDA,SC1,ABERDEEN,3,I,E,E,V,I,I,LIVINGSTON,5.0,V,E,V,E,E,V,2.4,3.0,3.3,0.-2,0.-2,3,I,V,I,E,V,V,5.0,V,E,V,V,E,V
2/2/2021,,,1,ERIC ASHONOV,FR2,GRENOBLE,4,V,I,V,I,E,I,GUINCAMP,17.0,I,I,E,E,V,E,2.25,3.25,3.35,2.-1,0.-1,2,V,V,E,V,V,E,12.0,,E,V,I,I,E
2/2/2021,,,1,FEJES VICTOR,EN3,SWINDON,22,V,I,I,E,I,V,WIGAN,23.0,I,I,E,E,V,E,2.4,3.25,3.05,1.-0,1.-0,17,V,I,I,I,E,I,20.0,I,E,V,E,V,I
2/2/2021,,,X,FINLAY BOWEN,IT3A,PONTEDERA,8,E,V,V,I,I,E,CARARESE,9.0,E,I,E,I,I,E,2.75,2.9,2.65,1.-1,0.-0,11,E,V,I,V,E,I,7.0,E,E,I,E,I,V
2/2/2021,,,2,FRANCESCO GALO,OL2,GO AHED EAGLES,6,I,V,V,V,V,V,VOLENDAM,7.0,V,I,E,V,I,I,2.3,3.5,3.0,1.-3,0.-1,7,I,V,V,E,I,V,6.0,V,E,V,I,V,E
2/2/2021,,,X,GIOVANI TONAER,IT3A,PONTEDERA,8,E,V,V,I,I,E,CARARESE,9.0,E,I,E,I,I,E,2.75,2.9,2.65,1.-1,0.-0,11,E,V,I,V,E,I,7.0,E,E,I,E,I,V
2/2/2021,,,2,HERMAN MARCEL,ELV2,AARAU,5,I,I,V,V,E,V,SCHAFHAUSEN,3.0,V,V,I,V,V,V,2.25,3.5,2.85,1.-2,1.-0,6,I,V,E,V,I,E,5.0,V,I,V,E,E,E
2/2/2021,,,2,IGOR MATVEEV,IND1,EAST BENGAL,10,I,E,I,E,E,V,BENGALURU,8.0,V,E,E,I,E,I,2.55,3.05,2.75,0.-2,0.-2,7,I,I,E,E,V,E,7.0,V,E,I,E,I,V
2/2/2021,,,2,JAMES STUART,URG,CLUB PROGRESO,11,I,I,V,E,,,FENIX,14.0,V,E,I,E,,,2.35,3.0,3.1,0.-1,0.-0,11,I,I,E,,,,15.0,V,I,,,,
2/2/2021,,,2,LUCAS MORIZ,EN3,CHARLTON,7,I,V,E,I,V,E,PORTSMUT,5.0,V,I,I,V,V,V,2.8,3.55,2.5,1.-3,0.-1,15,I,E,E,I,E,V,4.0,V,V,V,V,I,E
2/2/2021,,,2,MAIK HOPE,URG,CLUB PROGRESO,11,I,I,V,E,,,FENIX,14.0,V,E,I,E,,,2.35,3.0,3.1,0.-1,0.-0,11,I,I,E,,,,15.0,V,I,,,,
2/2/2021,,,2,MATEO ANTUNOVICI,IND1,EAST BENGAL,10,I,E,I,E,E,V,BENGALURU,8.0,V,E,E,I,E,I,2.55,3.05,2.75,0.-2,0.-2,7,I,I,E,E,V,E,7.0,V,E,I,E,I,V
2/2/2021,,,X,MAX STEFENS,IT3B,MODENA,3,E,I,V,I,V,V,TRIESTINA,10.0,E,V,I,E,I,V,2.1,3.0,3.65,1.-1,0.-0,5,E,V,I,V,V,I,13.0,E,I,E,V,E,E
2/2/2021,,,X,MIKAEL KESLER,POR2,MAFRA,8,E,E,E,I,I,E,COVA DA PIEDAD,16.0,E,I,I,E,E,I,1.85,3.25,4.25,1.-1,0.-1,7,E,E,I,E,I,V,8.0,E,I,I,E,V,I
2/2/2021,,,2,NORMAN MERCURE,ELV2,AARAU,5,I,I,V,V,E,V,SCHAFHAUSEN,3.0,V,V,I,V,V,V,2.25,3.5,2.85,1.-2,1.-0,6,I,V,E,V,I,E,5.0,V,I,V,E,E,E
2/2/2021,,,1,RENZO TREVISANO,FR2,GRENOBLE,4,V,I,V,I,E,I,GUINCAMP,17.0,I,I,E,E,V,E,2.25,3.25,3.35,2.-1,0.-1,2,V,V,E,V,V,E,12.0,I,E,V,I,I,E
2/2/2021,,,2,RYAN GRAY,URG,CLUB PROGRESO,11,I,I,V,E,,,FENIX,14.0,V,E,I,E,,,2.35,3.0,3.1,0.-1,0.-0,11,I,I,E,,,,15.0,V,I,,,,
2/2/2021,,,2,STEVE VORLEI,IND1,EAST BENGAL,10,I,E,I,E,E,V,BENGALURU,8.0,V,E,E,I,E,I,2.55,3.05,2.75,0.-2,0.-2,7,I,I,E,E,V,E,7.0,V,E,I,E,I,V
2/2/2021,,,X,TILER DAN,POR2,MAFRA,8,E,E,E,I,I,E,COVA DA PIEDAD,16.0,E,I,I,E,E,I,1.85,3.25,4.25,1.-1,0.-1,7,E,E,I,E,I,V,8.0,E,I,I,E,V,I
2/2/2021,,,X,TOBIAS MOLNER,POR2,MAFRA,8,E,E,E,I,I,E,COVA DA PIEDAD,16.0,E,I,I,E,E,I,1.85,3.25,4.25,1.-1,0.-1,7,E,E,I,E,I,V,8.0,E,I,I,E,V,I
2/2/2021,,,2,TOBY SARP,ELV2,AARAU,5,I,I,V,V,E,V,SCHAFHAUSEN,3.0,V,V,I,V,V,V,2.25,3.5,2.85,1.-2,1.-0,6,I,V,E,V,I,E,5.0,V,I,V,E,E,E
2/2/2021,,,1,TOMAS KOZLOVSKI,EN1,SHEFILD,20,V,I,V,I,V,I,WEST BROVICI,19.0,I,E,I,I,V,I,2.0,3.35,4.2,2.-1,0.-1,20,V,I,V,I,I,I,19.0,I,I,V,E,E,I
2/2/2021,,,X,VACLAV BRAIZDA,IT3B,MODENA,3,E,I,V,I,V,V,TRIESTINA,10.0,E,V,I,E,I,V,2.1,3.0,3.65,1.-1,0.-0,5,E,V,I,V,V,I,13.0,E,I,E,V,E,E
2/2/2021,,,2,VLADKO VIDATOVICI,TC1,HATAYASPOR,7,I,V,E,I,V,E,FENERBAHCE,1.0,V,V,V,E,V,V,3.85,3.6,1.98,1.-2,0.-1,8,I,I,E,V,I,V,1.0,V,E,V,V,I,V
2/22/2020,,,1,GEORGE DAVIS,SPIV,BADAJOZ,4,V,I,I,I,E,E,TALAVERA DE LA REINA,16.0,I,E,V,E,E,I,1.95,2.95,4.6,2.-0,1.-0,,V,I,E,V,E,,,I,V,E,E,I,
2/22/2020,,,2,GEORGE GATO,GE2,KIEL,,I,V,V,V,E,,HEIDENHEIM,,V,E,V,E,I,,1.95,3.5,3.8,0.-1,,,I,V,E,I,E,,,V,V,I,V,I,
2/22/2020,,,X,HEIKI LAURILA,EN1,SCHEFILD,6,E,V,V,I,E,,BRIGTON,15.0,E,E,E,I,E,,2.0,3.3,4.2,1.-1,1.-1,9,E,V,I,V,E,,,E,E,I,I,I,
2/22/2020,,,1,MAIK HOPE,IS1,SHIMONA,12,V,I,I,I,E,E,MACABI NETANIA,8.0,I,E,V,E,E,V,2.18,3.1,3.25,3.-0,2.-0,9,V,I,E,I,I,,11.0,I,V,E,I,V,
2/22/2020,,,X,MAX STEFENS,EN2,NOTINGAM,5,E,E,I,V,I,,QUENS PARK,15.0,E,V,E,I,I,,2.0,3.4,3.8,0.-0,0.-0,11,E,I,V,E,V,,16.0,E,E,I,I,I,
2/22/2020,,,X,MIKAEL KESLER,IT1,BOLOGNA,,E,I,V,V,V,,UDINESE,,E,E,E,I,I,,2.1,3.4,3.65,1.-1,0.-1,,E,I,V,E,E,,,E,E,I,I,V,
2/22/2020,,,2,MIKEL PEDERSEN,GE2,KIEL,,I,V,V,V,E,,HEIDENHEIM,,V,E,V,E,I,,1.95,3.5,3.8,0.-1,,,I,V,E,I,E,,,V,V,I,V,I,
2/22/2020,,,2,RENZO TREVISANO,GE3,DUISBURG,,I,I,E,V,E,,MANHEIM,,V,E,E,E,V,,1.85,3.65,3.75,2.-3,2.-0,,I,E,E,V,V,,,V,E,V,V,V,
2/22/2020,,,1,TOBY SARP,EN2,CHARLTON,,V,I,V,I,V,E,LUTON,,I,V,V,I,I,V,2.25,3.4,3.2,3.-1,1.-1,,V,I,V,E,E,,,I,V,I,I,I,
2/22/2020,,,2,TOMAS KOZLOVSKI,GE1,FREIBURG,,I,E,V,I,I,,DUSELDORF,,V,I,E,E,I,,1.95,3.7,3.85,0.-2,,,I,V,I,I,V,,,V,E,I,I,I,
2/22/2020,,,1,TOMAS ZIGLER,EN2,CHARLTON,,V,I,V,I,V,E,LUTON,,I,V,V,I,I,V,2.25,3.4,3.2,3.-1,1.-1,,V,I,V,E,E,,,I,V,I,I,I,
2/22/2020,,,1,WILI PERMERO,EN1,BURNLEY,8,V,V,E,V,V,I,BOURNEMUTH,16.0,I,I,V,V,I,I,2.35,3.25,3.25,3.-0,0.-0,,V,E,V,I,I,V,,I,I,I,I,I,V
2/23/2020,,,2,CAYDEN MILER,TC1,FENERBAHCE,6,I,I,E,I,V,V,GALATASARAY,4.0,V,V,V,V,V,V,2.05,3.6,3.5,1.-3,1.-1,7,I,E,V,V,V,V,5.0,V,V,V,I,E,V
2/23/2020,,,1,FONS VERNIC,GE1,WOLFSBURG,9,V,V,E,V,I,I,MAINTZ,15.0,I,E,V,I,I,I,1.9,3.65,4.2,4.-0,2.-0,13,V,E,I,E,V,I,11.0,I,V,I,V,I,V
2/23/2020,,,2,GASTON ROBLES,IT3A,PONTEDERA,4,I,I,I,E,E,I,ALESANDIA,9.0,V,V,I,E,E,V,,,,0.-1,0.-0,4,I,I,E,V,E,V,11.0,V,I,V,I,I,I
2/23/2020,,,1,HAIDEN ASLEI,CH1,OLOMUT,10,V,V,E,E,V,E,SPARTA PRAGA,5.0,I,I,E,V,V,E,3.85,3.4,1.95,1.-0,1.-0,11,V,E,V,E,E,I,5.0,I,E,V,E,V,E
2/23/2020,,,2,HEIKI LAURILA,GE2,SANDHAUSEN,11,I,I,I,I,V,E,KARLSRUHER,17.0,V,E,I,I,I,I,,,,0.-2,0.-2,10,I,I,E,E,V,V,14.0,V,I,I,E,I,E
2/23/2020,,19.0,2,JACOB MORTENSEN,IS1,HAPOEL RAANA,14,I,I,I,I,E,E,BNEI IEHUDA,9.0,V,I,V,I,V,I,3.35,2.95,2.25,0.-1,0.-0,11,I,I,E,V,E,E,4.0,V,V,V,V,V,I
2/23/2020,,,2,JAMES STUART,GR1,PAOK,2,I,V,V,I,V,V,OLIMPIACOS,1.0,V,V,V,V,E,V,2.15,3.2,3.3,0.-1,0.-0,,I,V,V,V,V,V,,V,V,E,V,V,E
2/23/2020,,,2,JAMIE BOWMAN,TC1,FENERBAHCE,6,I,I,E,I,V,V,GALATASARAY,4.0,V,V,V,V,V,V,2.05,3.6,3.5,1.-3,1.-1,7,I,E,V,V,V,V,5.0,V,V,V,I,E,V
2/23/2020,,,2,JAN WANEMAKER,GE2,NURENBERG,15,I,E,V,V,I,V,DARMSTAD,10.0,V,V,V,E,E,E,,,,1.-2,1.-0,14,I,V,V,E,I,I,8.0,V,V,E,E,V,I
2/23/2020,,,2,JULIAN OLIVEIRA,GE2,NURENBERG,15,I,E,V,V,I,V,DARMSTAD,10.0,V,V,V,E,E,E,,,,1.-2,1.-0,14,I,V,V,E,I,I,8.0,V,V,E,E,V,I
2/23/2020,,,1,KRISTIAN HOOVER,EN1,ARSENAL,11,V,V,E,E,E,E,EVERTON,10.0,I,V,V,E,E,V,2.1,3.75,3.85,3.-2,2.-2,10,V,V,E,V,I,I,13.0,I,V,E,I,V,E
2/23/2020,,,2,LIONELE DAVIDE,CH1,ZLIN,13,I,I,V,I,V,I,BUDEJOVICE,8.0,V,V,I,V,E,E,,,,2.-3,0.-2,12,I,V,V,V,E,I,6.0,V,I,V,E,V,V
2/23/2020,,19.0,2,LUCAS MORIZ,IS1,HAPOEL RAANA,14,I,I,I,I,E,E,BNEI IEHUDA,9.0,V,I,V,I,V,I,3.35,2.95,2.25,0.-1,0.-0,11,I,I,E,V,E,E,4.0,V,V,V,V,V,I
2/23/2020,,,2,MAIK HOPE,BO,CELIKA ZDENTA,11,I,I,I,I,V,I,ZDRINJSKI MOSTAR,5.0,V,V,E,E,V,I,3.8,3.2,1.9,0.-2,0.-1,10,I,I,V,I,V,V,8.0,V,E,I,I,V,I
2/23/2020,,,1,MIKAEL KESLER,FR1,ST ETIENE,16,E,I,I,I,I,V,REIMS,11.0,E,V,I,E,V,I,,,,1.-1,0.-0,18,E,I,V,I,I,V,6.0,E,I,V,E,I,V
2/23/2020,,,2,RENZO TREVISANO,IT3A,PONTEDERA,4,I,I,I,E,E,I,ALESANDIA,9.0,V,V,I,E,E,V,,,,0.-1,0.-0,4,I,I,E,V,E,V,11.0,V,I,V,I,I,I
2/23/2020,,19.3,2,RENZO TREVISANO,SP1,GETAFE,3,I,I,V,V,V,V,SEVILIA,6.0,V,E,I,E,V,I,,,,0.-3,0.-1,6,I,V,V,I,V,V,2.0,V,I,I,V,E,V
2/23/2020,,,1,STEVE MASOL,IT2,SALERNITANA,6,V,I,V,E,V,V,LIVORNO,20.0,I,I,E,I,I,E,,,,1.-0,1.-0,8,V,V,V,V,V,E,20.0,I,E,I,E,I,I
2/23/2020,,19.0,2,TOBIAS MOLNER,IS1,HAPOEL RAANA,14,I,I,I,I,E,E,BNEI IEHUDA,9.0,V,I,V,I,V,I,3.35,2.95,2.25,0.-1,0.-0,11,I,I,E,V,E,E,4.0,V,V,V,V,V,I
2/23/2020,,,1,VLADKO VIDATOVICI,IT3A,JUVENTUS23,11,V,V,E,E,I,E,PIANENSE,18.0,I,I,E,E,E,E,,,,1.-0,1.-0,16,V,E,E,V,I,I,17.0,I,I,E,E,E,E
2/23/2020,,,2,WILI PERMERO,TC1,FENERBAHCE,6,I,I,E,I,V,V,GALATASARAY,4.0,V,V,V,V,V,V,2.05,3.6,3.5,1.-3,1.-1,7,I,E,V,V,V,V,5.0,V,V,V,I,E,V
2/24/2020,,,2,ADALGISO RUSO,AG2,TEMPERLEI,5,I,E,E,I,E,V,GUILERMO BROWN,13.0,V,I,E,E,I,E,1.9,3.0,4.2,1.-3,0.-3,14,I,E,I,V,V,E,14.0,V,E,E,I,E,I
2/24/2020,,,2,ANDREAS FLEICHER,AG2,TEMPERLEI,5,I,E,E,I,E,V,GUILERMO BROWN,13.0,V,I,E,E,I,E,1.9,3.0,4.2,1.-3,0.-3,14,I,E,I,V,V,E,14.0,V,E,E,I,E,I
2/24/2020,,,X,AUGUST KAITANEN,CH1,BANIK OSTRAVA,5,E,V,E,V,E,E,JABLONEC,3.0,E,V,V,V,I,E,2.2,3.15,3.4,1.-1,1.-0,5,E,E,E,V,E,V,4.0,E,V,V,E,V,E
2/24/2020,,,X,CAYDEN MILER,IS2,MACABI AHI NAZARET,13,E,E,E,E,V,I,HAPOEL KATAMON,4.0,E,V,E,I,V,I,3.6,2.9,2.15,1.-1,0.-0,11,E,E,V,V,E,V,2.0,E,V,I,I,V,E
2/24/2020,,,2,DANIEL LIND,AG2,TEMPERLEI,5,I,E,E,I,E,V,GUILERMO BROWN,13.0,V,I,E,E,I,E,1.9,3.0,4.2,1.-3,0.-3,14,I,E,I,V,V,E,14.0,V,E,E,I,E,I
2/24/2020,,,2,DANIEL PEDERSEN,AG2,PLATENSE,4,I,I,I,V,I,V,NUEVA CHICAGO,16.0,V,E,E,I,I,I,1.85,3.15,4.15,0.-1,0.-0,12,I,I,V,I,V,I,,V,E,I,I,E,I
2/24/2020,,,2,DIRK PETERS,AG2,TEMPERLEI,5,I,E,E,I,E,V,GUILERMO BROWN,13.0,V,I,E,E,I,E,1.9,3.0,4.2,1.-3,0.-3,14,I,E,I,V,V,E,14.0,V,E,E,I,E,I
2/24/2020,,,1,ELIA YAZANDA,FR2,TROYES,5,V,V,V,I,I,I,AUXERRE,12.0,I,E,V,E,I,V,2.4,2.85,3.35,3.-1,2.-1,8,V,V,I,V,V,I,14.0,I,V,I,V,I,I
2/24/2020,,,1,ERIC ASHONOV,TC1,KASIMPASA,17,V,I,I,E,I,I,DENIZLISPOR,13.0,I,I,E,E,I,I,2.1,3.65,3.45,2.-0,1.-0,18,V,I,I,I,I,I,5.0,I,E,I,E,V,V
2/24/2020,,,2,FEJES VICTOR,AG2,TEMPERLEI,5,I,E,E,I,E,V,GUILERMO BROWN,13.0,V,I,E,E,I,E,1.9,3.0,4.2,1.-3,0.-3,14,I,E,I,V,V,E,14.0,V,E,E,I,E,I
2/24/2020,,,X,FONS VERNIC,IS2,MACABI AHI NAZARET,13,E,E,E,E,V,I,HAPOEL KATAMON,4.0,E,V,E,I,V,I,3.6,2.9,2.15,1.-1,0.-0,11,E,E,V,V,E,V,2.0,E,V,I,I,V,E
2/24/2020,,,X,FRANCESCO GALO,IS2,MACABI AHI NAZARET,13,E,E,E,E,V,I,HAPOEL KATAMON,4.0,E,V,E,I,V,I,3.6,2.9,2.15,1.-1,0.-0,11,E,E,V,V,E,V,2.0,E,V,I,I,V,E
2/24/2020,,,X,GANEA WISOCI,IS2,MACABI AHI NAZARET,13,E,E,E,E,V,I,HAPOEL KATAMON,4.0,E,V,E,I,V,I,3.6,2.9,2.15,1.-1,0.-0,11,E,E,V,V,E,V,2.0,E,V,I,I,V,E
2/24/2020,,,2,GEORGE GATO,AG2,PLATENSE,4,I,I,I,V,I,V,NUEVA CHICAGO,16.0,V,E,E,I,I,I,1.85,3.15,4.15,0.-1,0.-0,12,I,I,V,I,V,I,,V,E,I,I,E,I
